simple_address_key,student_count,violation_count
8 GREENVILLE 02119,21,4
8 HALLET 02122,2,1
8 HARVARD 02134,38,3
8 HOBSON 02135,1,1
8 HYDE PARK 02130,11,2
8 JOHNNY 02111,2,2
8 KENWOOD 02124,1,1
8 KITTREDGE 02131,3,1
8 LANGDON 02119,7,1
8 LEWIS 02109,8,2
8 MARGARET 02113,3,1
8 MARLIN 02122,1,1
8 MONTFERN 02135,1,1
8 MOUNT VERNON 02125,1,9
8 NAVILLUS 02122,2,1
8 PARKER HILL 02120,18,1
8 PRATT 02134,2,4
8 ROMAR 02119,4,1
8 ROMSEY 02125,9,4
8 ROYCE 02134,11,1
8 SHEPARD 02135,1,1
8 SHETLAND 02119,11,1
8 TENNIS 02126,1,3
8 THETFORD 02124,3,3
8 WAIT 02120,8,3
8 WARDMAN 02119,1,1
8 WESTLAND 02115,24,1
8 WILCOCK 02124,5,1
80 BAYSWATER 02128,3,1
80 BEACON 02108,4,1
80 CALUMET 02120,2,1
80 CLARE 02136,2,1
80 ERIE 02121,2,1
80 F 02127,1,1
80 FENWAY 02115,30,4
80 HIAWATHA 02126,1,1
80 LINDEN 02134,8,2
80 MESSINGER 02126,1,2
80 REVERE 02114,7,1
80 ROSLINDALE 02131,1,1
80 WAUMBECK 02121,1,1
80 WINTHROP 02119,7,1
800 BOYLSTON 02199,1,2
805 HUNTINGTON 02115,2,1
806 TREMONT 02118,6,1
81 BEECHCROFT 02135,5,1
81 BRAYTON 02135,1,1
81 CHARLES 02114,2,2
81 CHESTNUT HILL 02135,3,1
81 DEVON 02121,1,1
81 EUTAW 02128,2,3
81 LINDEN 02134,41,1
81 MAPLE 02136,1,2
81 MOUNT PLEASANT 02119,6,1
81 ORLEANS 02128,2,1
81 PIERCE 02122,1,1
81 PRINCE 02113,1,2
812 RIVER 02136,2,1
815 MORTON 02126,3,2
82 BREMEN 02128,4,2
82 HYDE PARK 02130,2,1
82 MARION 02128,1,1
82 SALEM 02113,6,1
82 WOOLSON 02126,2,2
83 LINDEN 02134,3,2
83 PINCKNEY 02114,1,2
83 TYLER 02111,3,6
832 DORCHESTER 02125,1,2
835 HUNTINGTON 02115,41,1
839 BEACON 02215,38,2
84 CENTRE 02124,2,1
84 DAY 02130,7,1
84 EUSTON 02135,11,3
84 FENWAY 02115,30,4
84 LAKE 02135,1,1
84 LINDEN 02134,22,1
84 PRINCE 02113,2,1
848 HUNTINGTON 02120,1,2
85 AUCKLAND 02125,3,3
85 CHARLES 02114,1,2
85 DRAPER 02122,1,1
85 GLADSTONE 02128,11,1
85 PHILLIPS 02114,5,1
85 SUTHERLAND 02135,18,1
855 AMERICAN LEGION 02131,13,1
857 BEACON 02215,52,1
86 ASTORIA 02126,3,2
86 BARRY 02125,2,1
86 BRUNSWICK 02121,1,1
86 COLBORNE 02135,2,3
86 DEERING 02126,1,2
86 FAYSTON 02121,4,1
86 SAINT STEPHEN 02115,8,1
87 ACADEMY HILL 02135,2,1
87 ARMANDINE 02124,1,1
87 DAKOTA 02124,1,1
87 DIX 02122,6,1
87 GARDNER 02134,49,1
87 LINDEN 02134,31,3
87 ORLEANS 02128,3,1
877 SARATOGA 02128,1,3
88 GEORGE 02119,1,1
88 LINDEN 02134,25,1
88 MAPLEWOOD 02132,2,1
88 MOUNT VERNON 02125,1,1
88 SLEEPER 02210,1,1
88 THETFORD 02124,1,1
88 WALTHAM 02118,1,3
881 COMMONWEALTH 02215,4,1
883 HARRISON 02118,18,3
885 HARRISON 02118,46,1
887 HYDE PARK 02136,1,3
89 BENNINGTON 02128,1,3
89 BRENT 02124,3,3
89 CHELSEA 02128,2,1
89 CLAYBOURNE 02124,5,2
89 FOREST HILLS 02130,4,4
89 PEMBROKE 02118,2,2
89 PRESCOTT 02128,1,1
89 PRINCE 02113,19,1
89 TENNIS 02126,4,5
9 ABBOTSFORD 02121,1,1
9 ALLSTON 02129,1,1
9 ALVAN 02125,13,2
9 ANNAPOLIS 02125,6,1
9 BOWDOIN 02114,5,11
9 BRADLEE 02136,1,1
9 CARMEL 02120,23,1
9 CHESTERTON 02119,11,1
9 CLERMONT 02124,1,1
9 COOPER 02113,4,3
9 FARRINGTON 02134,8,2
9 FURNIVAL 02130,2,1
9 GLENBURNE 02121,4,1
9 HANOVER 02109,1,1
9 HARVARD 02134,26,1
9 HATHAWAY 02130,8,2
9 KNAPP 02111,107,1
9 LIBERTY 02127,2,1
9 LINDEN 02134,1,1
9 MARLBOROUGH 02116,8,2
9 MARYLAND 02125,2,1
9 MINER 02215,150,1
9 MONADNOCK 02125,2,1
9 MYRTLE 02114,11,1
9 PARK VALE 02134,11,1
9 RADNOR 02135,28,4
9 RAVEN 02125,13,1
9 RUGGLES 02119,4,4
9 SAYWARD 02125,2,1
9 SEWALL 02120,8,1
9 SHEAFE 02113,1,1
9 TEMPLE 02114,3,1
9 UNDINE 02135,12,1
9 WALLINGFORD 02135,1,2
9 WIGET 02113,2,1
9 WIGGLESWORTH 02120,17,1
90 COMMONWEALTH 02116,7,5
90 CUSHING 02125,2,1
90 GLADSTONE 02128,12,1
90 MOUNT PLEASANT 02119,6,1
90 PRINCE 02113,3,1
90 WAREHAM 02118,14,2
90 WOOD 02136,1,2
91 HILLSIDE 02120,16,1
91 MAXWELL 02124,3,1
91 MINDEN 02130,1,1
91 ORMOND 02126,1,1
91 WESTLAND 02115,472,2
919 BEACON 02215,11,1
92 BENNINGTON 02128,5,1
92 BLUE HILL 02119,1,2
92 ELLINGTON 02121,1,4
92 LEXINGTON 02128,4,1
920 HYDE PARK 02136,2,1
93 ARLINGTON 02136,2,1
93 BEACON 02108,2,3
93 CONDOR 02128,2,1
93 DRESSER 02127,2,1
93 FOREST HILLS 02130,1,1
93 FORT 02119,17,1
93 HILLSIDE 02120,38,1
93 HUDSON 02111,19,1
93 KILSYTH 02135,6,3
93 NORTHAMPTON 02118,21,1
93 NORTHDALE 02132,2,3
93 WALDECK 02124,1,5
939 MORTON 02126,3,2
94 HUTCHINGS 02121,1,1
94 L 02127,1,2
94 MONTEBELLO 02130,15,1
94 SEAVER 02121,2,2
94 TRENTON 02128,2,1
94 TYLER 02111,48,1
94 WELLES 02124,1,2
95 AUCKLAND 02125,3,1
95 CALUMET 02120,36,1
95 GREENWOOD 02121,1,13
95 MILTON 02124,1,3
95 MORELAND 02119,2,3
95 SAINT ALPHONSUS 02120,85,1
95 SHERIDAN 02130,1,2
95 TOPLIFF 02122,1,2
950 CANTERBURY 02131,6,1
951 BLUE HILL 02124,2,1
951 DORCHESTER 02125,1,5
953 MORTON 02126,1,1
953 SARATOGA 02128,1,1
957 MORTON 02126,5,1
96 ACADEMY HILL 02135,1,1
96 BLUE HILL 02119,1,2
96 BUNKER HILL 02129,2,1
96 CHELSEA 02128,2,1
96 COTTAGE 02125,1,1
96 DRAPER 02122,2,3
96 G 02127,3,1
96 MOUNT VERNON 02108,2,2
96 NORMANDY 02121,1,1
96 SOUTH 02111,4,2
96 WEBSTER 02128,1,2
96 WOODROW 02124,2,2
962 BENNINGTON 02128,1,2
97 CHELSEA 02128,1,1
97 ELM HILL 02121,1,1
971 TREMONT 02120,3,1
98 BENNETT 02135,2,3
98 CHELSEA 02128,2,1
98 GEORGE 02119,1,12
98 HANCOCK 02125,1,1
98 HEMENWAY 02115,2,1
98 HOOKER 02134,1,2
98 MONTEBELLO 02130,14,1
98 MYRTLE 02114,8,2
98 ORLANDO 02126,1,2
98 ROBINWOOD 02130,1,1
98 TOPLIFF 02122,2,5
99 F 02127,1,1
99 HUDSON 02111,26,1
99 SUMMER 02136,1,1
99 WOODROW 02124,1,2
